player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Walker Parks,122156,G,CLEMSON,4,0,0,140,,,63.2,,,,62.3,,,63.9,0,0,14,0,0,0,0,0,0
Tyler Venables,122163,S,CLEMSON,13,0,0,140,60.0,,,,,,85.2,50.0,,79.7,0,0,0,2,65,0,53,26,2
E.J. Williams Jr.,122164,WR,INDIANA,13,0,0,190,,,,,,,71.6,,,75.9,0,0,0,0,0,26,4,40,0
Tre Williams,122165,DI,MICHIGAN,12,0,0,222,58.5,,,,,,45.4,,,27.1,0,1,0,22,0,0,0,0,0
Panda Askew,122173,G,E CAROLINA,6,0,0,156,,,69.3,,,,64.2,,,71.4,0,0,27,0,0,0,0,0,0
Ty'Kieast Crawford,122177,T,W VIRGINIA,1,0,0,343,,,60.0,,,,60.0,,,61.6,0,0,1,0,0,0,0,0,0
Colby Garfield,122180,LS,CHARLOTTE,12,0,0,136,,,30.0,,,35.6,49.0,,,67.8,1,0,27,0,0,0,73,0,1
Isaiah Dunson,122209,CB,GA STATE,2,0,0,175,60.0,,,,,,67.9,,,65.2,0,0,0,2,6,0,0,0,1
Anderson Castle,122234,HB,DUKE,8,0,0,154,,,,,,,59.2,,,72.1,1,0,0,0,46,4,0,0,1
Jamar Rucks,122252,ED,KENNESAW,4,0,0,200,59.7,,,,,,55.8,,,66.4,1,0,0,1,12,12,0,0,1
Tony Anyanwu,122261,ED,RICE,13,0,0,275,59.0,,,,,,62.6,,,72.2,0,0,0,62,0,0,0,24,0
Mike Harris,122269,S,S ALABAMA,12,2,0,288,59.9,,,,,,71.0,,,76.6,1,0,0,29,46,0,48,5,3
A.J. McCarty,122274,CB,TEXAS TECH,14,0,0,315,,,,,,,52.2,,,29.1,1,2,0,0,93,0,1,13,2
Devin Neal,122278,S,VIRGINIA,13,0,0,335,60.5,,,,,,68.1,,,69.3,0,0,0,30,0,17,0,0,0
Blake Shapen,122282,QB,MISS STATE,1,0,0,227,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
Quincy Jenkins,122299,G,W KENTUCKY,13,0,0,346,,,29.1,,,,51.3,,,76.7,0,0,68,0,0,0,0,0,0
Mason Bowers,122319,T,CHARLOTTE,8,0,0,136,,,65.5,,,,63.0,,,70.8,0,0,14,0,0,0,0,0,0
Shane Bruce,122323,LB,COAST CAR,6,0,0,141,59.8,,,,,,72.9,,,66.5,0,0,0,24,0,0,15,4,2
Calib Perez,122381,G,UAB,10,0,0,321,,,74.6,,,,65.2,,,72.5,0,0,40,0,0,0,0,0,0
Gary Smith III,122388,DI,UCLA,6,0,0,324,58.3,,,,,,59.6,,,67.5,0,0,0,14,0,0,0,6,0
Stephen Dix Jr.,122396,LB,ARKANSAS,12,0,0,111,60.2,,,,,,58.4,,,74.7,0,0,0,44,0,0,33,2,0
Markeston Douglas,122398,TE,FLORIDA ST,12,0,0,167,,,76.1,,,,65.3,,,68.0,0,0,66,0,0,32,5,0,0
Jadarius Green-McKnight,122399,S,MARSHALL,11,1,0,214,59.9,,,,,,70.1,,,75.7,0,0,0,26,46,0,35,0,1
Chubba Purdy,122412,QB,NEVADA,1,0,0,239,,,,,,,60.0,,60.0,64.5,0,0,0,0,0,0,2,0,0
Bryan Robinson,122413,WR,MARSHALL,3,0,0,214,,,,59.9,,,63.6,,,74.1,0,0,0,0,6,4,0,16,0
Tyler Bride,122432,S,JVILLE ST,1,0,0,196,,,,,,,60.0,,,64.6,0,0,0,0,1,0,0,0,0
Rasheed Miller,122451,T,LOUISVILLE,13,0,0,210,,,76.4,,,,65.4,,,69.9,0,0,70,0,0,0,1,0,0
Marques Watson-Trent,122461,LB,NEBRASKA,9,0,0,238,59.9,,,,,,61.5,,,67.3,0,0,0,24,0,0,0,4,0
Jackson Wheeler,122463,LS,GA SOUTHRN,13,1,0,174,,,74.1,,,50.5,58.8,,,67.1,2,0,63,0,0,0,56,0,1
Caelan Williams,122466,T,GA SOUTHRN,1,0,0,174,,,60.0,,,,60.1,,,66.1,0,0,2,0,0,0,0,0,0
Jason Moore,122491,DI,GA TECH,13,0,0,176,65.7,,78.1,,,,72.4,,,79.6,0,0,75,57,1,0,35,22,0
Tyler Miller,122526,T,IOWA STATE,5,0,0,193,,,67.2,,,,63.7,,,70.8,0,0,21,0,0,0,0,0,0
Ar'maj Reed-Adams,122543,G,TEXAS A&M,3,0,0,312,,,66.0,,,,63.0,,,68.4,0,0,16,0,0,0,0,0,0
Jordan Brown,122548,WR,NEVADA,2,0,0,239,,,,,,,59.8,,,64.8,0,0,0,0,1,0,2,0,0
Kenean Caldwell,122551,DI,KANSAS,11,0,0,198,57.7,,,,,,57.3,,,67.4,0,0,0,44,0,0,0,2,0
Jalon Daniels,122555,QB,KANSAS,1,0,0,198,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
Emory Duggar,122557,LS,KANSAS,12,1,0,198,,,59.9,,,0.0,29.9,,,66.5,0,0,58,0,0,0,42,0,0
Daniel Hishaw Jr.,122562,HB,KANSAS,1,0,0,198,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
Will Huggins,122563,TE,OKLAHOMA,13,0,0,261,,,74.3,,,,62.9,,,67.4,0,0,53,0,0,41,0,0,0
Kyler Pearson,122572,WR,E CAROLINA,9,0,0,156,,,,62.5,,,61.3,60.6,,67.0,0,0,0,0,0,13,0,44,0
Karon Prunty,122574,CB,WAKE,8,0,0,339,60.0,,,,,,62.4,,,70.3,0,0,0,6,0,0,0,10,0
Tee Denson,122591,S,JVILLE ST,3,0,0,196,60.0,,,,,,60.3,,,63.0,0,0,0,1,1,1,0,0,0
Christian Moore,122608,TE,PURDUE,12,0,0,273,,,,63.2,,,68.6,,,83.6,0,0,0,0,0,74,0,0,0
Beau Palmer,122610,LB,KANSAS ST,10,0,0,199,,,,,,,66.5,,,77.1,1,0,0,0,55,7,41,9,3
Cody Stufflebean,122619,ED,KANSAS ST,12,0,0,199,58.0,,,,,,59.0,,,69.9,0,0,0,56,0,0,0,12,0
Will Swanson,122620,TE,KANSAS ST,12,0,0,199,,,74.7,,,,63.7,,,66.7,0,0,57,0,0,17,5,0,0
Caleb Anderson,122629,CB,MICHIGAN,2,0,0,222,60.0,,,,,,60.0,,,64.5,0,0,0,2,0,0,0,0,0
Courtline Flowers,122635,CB,LA LAFAYET,12,0,0,207,59.7,,,,,,44.5,,,76.3,0,2,0,56,0,0,0,20,0
Caleb Kibodi,122645,LB,LA LAFAYET,13,0,1,207,60.0,,,,,,75.1,,,60.2,0,1,0,6,56,72,54,12,10
Jordan Lawson,122647,ED,LA LAFAYET,13,0,0,207,73.5,,,,,,80.8,,,67.4,0,0,0,47,0,0,0,0,0
Dominique Ratcliff,122655,DI,INDIANA,12,0,0,190,58.7,,,,,,60.5,,,68.1,0,0,0,13,0,0,0,8,0
Tyree Skipper,122660,S,LA LAFAYET,11,0,0,207,59.6,,,,,,60.5,,,65.8,0,0,0,43,8,0,0,1,0
Korian Wilson,122662,CB,LA MONROE,1,0,0,209,59.9,,,,,,60.3,,,63.9,0,0,0,10,0,0,0,0,0
Ben Bell,122665,ED,VA TECH,9,0,0,337,59.0,,,,,,60.2,,,67.1,0,0,0,21,0,0,0,5,0
Kershawn Fisher,122670,ED,W MICHIGAN,14,0,0,347,59.0,,,,,,61.6,,,68.9,0,0,0,23,1,0,0,15,0
Logan Klotz,122680,K,LA LAFAYET,13,3,0,207,,,,,56.9,,63.6,,,77.3,1,0,0,0,59,0,0,0,5
Keveion'ta Spears,122687,DI,SMU,12,0,0,287,57.8,,,,,,58.1,,,68.0,0,0,0,20,0,0,0,4,0
Cedric Woods,122690,CB,LA TECH,11,0,0,208,59.9,,,,,,63.3,90.9,,73.6,0,0,0,29,0,9,6,25,0
Kobe Baynes,122692,G,KANSAS,12,0,0,198,,,75.4,,,,65.2,,,76.2,0,0,58,0,0,0,1,0,0
Henry Bryant,122696,DI,GA STATE,10,0,0,175,58.2,,,,,,58.6,,,69.3,0,0,0,31,0,0,4,9,0
Austin Collins,122700,C,SYRACUSE,2,0,0,304,,,,,,,60.0,,,64.5,0,0,0,0,0,0,2,0,0
Christian Fitzpatrick,122707,WR,OKLA STATE,11,0,0,262,,,,,,,64.9,,,73.5,0,0,0,0,0,70,0,16,0
Mason Reiger,122721,ED,WISCONSIN,12,0,0,349,58.7,,,,,,60.4,,,69.2,0,0,0,39,0,0,0,12,0
Tahj Chambers,122740,LB,OLE MISS,15,0,0,226,60.1,,,,,,67.2,,,75.9,0,0,0,5,68,2,14,23,0
Kedrick Bingley-Jones,122821,DI,MISS STATE,13,0,0,227,57.9,,,,,,51.1,,,28.9,0,1,0,68,0,0,0,4,0
Jalen Brooks,122823,LB,MO STATE,10,1,0,230,59.2,,,,,,66.3,,,76.3,1,0,0,24,41,17,48,19,4
Noah Burnette,122825,K,NOTRE DAME,6,0,0,258,,58.8,,,,,60.8,,,65.8,0,0,28,0,0,0,0,0,0
Chance Carroll,122826,C,GA SOUTHRN,4,0,0,174,,,28.3,,,,45.6,,,70.7,0,0,19,0,0,0,0,0,0
Ja'Qurious Conley,122827,S,CHARLOTTE,11,0,0,136,59.6,,,,,,68.7,,,75.8,2,0,0,36,15,0,49,4,4
Elijah Green,122836,HB,SM HOUSTON,2,0,0,281,,,,58.7,,,60.0,,,65.7,0,0,0,0,0,9,0,0,0
Tony Grimes,122837,CB,PURDUE,11,0,0,273,60.1,,,,,,67.9,,,77.4,0,0,0,57,4,0,0,32,0
Malik McGowan,122842,G,UNLV,13,0,0,325,,,80.0,,,,66.3,,,65.2,0,0,75,0,0,0,0,0,0
Spencer Triplett,122849,LS,N CAROLINA,12,0,0,245,,,78.5,,,76.8,70.7,,,67.1,0,0,44,0,0,0,57,0,0
Devan Boykin,122855,S,INDIANA,16,1,0,190,60.1,,,,,,75.0,,,76.4,1,0,0,34,107,2,43,11,5
Anthony Carter Jr.,122856,G,NC STATE,6,0,0,248,,,71.4,,,,64.3,,,70.8,0,0,26,0,0,0,0,0,0
Sean Hill,122867,G,TULSA,12,0,0,320,,,76.8,,,,64.8,,,64.6,0,0,48,0,0,0,1,0,0
Matt McCabe,122874,G,NC STATE,13,0,0,248,,,76.4,,,,59.6,,,75.2,1,0,61,0,0,0,60,0,0
Jayland Parker,122879,LB,MARSHALL,7,0,0,214,59.7,,,,,,76.1,,,66.5,0,0,0,28,0,18,0,5,0
Josh Pierre-Louis,122880,S,MARSHALL,12,0,0,214,59.9,,,,,,59.3,,,71.5,0,0,0,34,8,11,6,16,0
Porter Rooks,122883,WR,E MICHIGAN,12,0,0,160,,,,,,,67.9,66.5,,79.4,0,0,0,0,1,67,0,17,0
Anthony Smith,122885,WR,E CAROLINA,2,0,0,156,,,,,,,60.0,,,63.4,0,0,0,0,0,2,0,0,0
Jordan Botelho,122894,ED,NOTRE DAME,1,0,0,258,,,,,,,60.0,,,62.3,0,0,0,0,1,0,0,0,0
Aidan Keanaaina,122903,DI,CAL,13,0,0,130,58.2,,,,,,66.6,,,68.3,0,0,0,42,0,0,47,3,2
Caleb Offord,122908,CB,KENNESAW,12,0,0,200,59.7,,,,,,64.3,,,76.9,0,0,0,47,0,0,29,12,1
Nate Anderson,122916,G,SMU,13,0,0,287,,,77.5,,,,64.5,,,65.3,0,0,76,0,0,0,46,0,0
Noah Arinze,122917,ED,COAST CAR,12,0,0,141,60.2,,,,,,62.2,,,69.6,0,0,0,63,0,0,0,7,0
Joshua Eaton,122924,CB,MICH STATE,9,0,0,223,60.0,,,,,,61.9,,,69.5,0,0,0,13,0,0,0,6,0
DJ Graham II,122926,CB,KANSAS,9,0,0,198,60.4,,,,,,55.5,,,71.7,1,0,0,10,10,0,1,14,0
Reggie Grimes II,122927,ED,MEMPHIS,4,0,0,218,59.7,,,,,,60.9,,,64.9,0,0,0,2,0,0,0,2,0
Justin Harrington,122928,S,W VIRGINIA,7,0,0,343,59.3,,,,,,45.2,,,28.9,1,1,0,8,26,0,0,6,3
Seth McGowan,122936,HB,KENTUCKY,3,0,0,202,,,,,,,60.3,,,63.9,0,0,0,0,1,2,0,0,0
Chandler Morris,122938,QB,VIRGINIA,1,0,0,335,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
Aaryn Parks,122939,T,SO MISS,1,0,0,296,,,60.0,,,,60.0,,,63.7,0,0,1,0,0,0,0,0,0
Shane Whitter,122949,LB,N TEXAS,9,0,0,251,60.0,,,,,,59.7,,,68.1,0,0,0,30,1,3,16,1,0
Cade Bennett,122956,G,TCU,2,0,0,305,,,66.1,,,,63.0,,,68.9,0,0,12,0,0,0,0,0,0
Dominic Richardson,122985,HB,TULSA,2,0,0,320,59.9,,,,,,60.1,,,64.0,0,0,0,3,0,0,0,0,0
Jeff Roberson,122986,LB,MINNESOTA,6,0,0,225,,,,,,,65.0,,,72.5,0,0,0,0,33,5,0,2,0
Nick Session,122990,S,NEW MEX ST,11,1,0,242,59.8,,,,,,88.6,,,78.6,0,0,0,41,24,0,39,1,4
Quinton Stewart,122993,TE,OKLA STATE,9,0,0,262,,,69.8,,,,61.4,,,68.5,0,0,29,0,0,34,41,0,0
Rashad Battle,123003,CB,PITTSBURGH,11,0,0,268,59.9,,,,,,67.1,,,90.0,0,0,0,30,16,0,0,36,0
Luke DelGaudio,123006,LB,PITTSBURGH,13,0,0,268,59.8,,,,,,72.3,,,81.8,0,0,0,2,36,60,0,50,2
Dayon Hayes,123010,ED,TEXAS A&M,3,0,0,312,59.9,,,,,,60.5,,,63.5,0,0,0,3,0,0,0,1,0
Bangally Kamara,123012,LB,KANSAS,11,0,0,198,59.9,,,,,,62.0,,,67.6,0,0,0,41,3,0,0,7,0
Buddy Mack III,123015,CB,S CAROLINA,10,0,0,289,,,,,,,55.0,,,28.3,1,2,0,0,25,34,44,26,1
Jake McConnachie,123016,WR,UMASS,1,0,0,216,,,,,,,60.2,,,69.8,0,0,0,0,0,7,0,0,0
Patrick Alberga,123028,T,SYRACUSE,1,0,0,304,,,,,,,61.1,,,65.1,0,0,0,0,3,0,0,0,0
Leon Lowery Jr.,123045,ED,ILLINOIS,11,0,0,187,60.2,,,,,,71.6,,,72.1,0,0,0,13,22,1,0,28,1
Trebor Pena,123051,WR,PENN STATE,7,0,0,266,,,,61.8,,,60.8,69.5,,67.1,0,0,0,0,0,4,0,22,0
Anwar Sparrow,123054,LB,SYRACUSE,10,0,0,304,59.9,,,,,,55.0,,,73.0,1,0,0,20,15,29,0,5,0
Stefon Thompson,123055,LB,FLORIDA ST,7,0,0,167,,,,,,,60.2,,,69.4,0,0,0,0,7,23,0,1,0
Bud Clark,123066,S,TCU,10,0,0,305,59.7,,,,,,60.0,,,64.6,0,0,0,40,0,3,0,0,0
Chase Curtis,123069,TE,TCU,13,0,0,305,,,74.4,61.8,,,55.7,,,28.9,1,1,52,0,0,40,45,0,0
Jai'Onte' McMillan,123089,CB,MINNESOTA,11,0,0,225,59.5,,,,,,66.5,,,74.7,0,0,0,22,41,0,8,22,1
Xavion Alford,123103,S,ARIZONA ST,2,0,0,110,59.9,,,,,,60.0,,,62.9,0,0,0,7,0,1,0,0,0
Prince Dorbah,123113,ED,ARIZONA ST,7,0,0,110,59.2,,,,,,59.5,,,65.4,0,0,0,14,0,0,0,0,0
Jaylen Garth,123115,T,UTSA,1,0,0,331,,,,,,,60.0,,,63.3,0,0,0,0,0,0,1,0,0
Sawyer Goram-Welch,123116,DI,COAST CAR,13,0,0,141,58.0,,75.7,,,,64.6,,,75.7,0,0,56,72,0,0,53,4,1
Troy Omeire,123124,WR,UNLV,3,0,0,325,,,,60.0,,,61.6,,,67.3,0,0,0,0,0,2,0,5,0
Logan Parr,123125,G,SMU,2,0,0,287,,,67.6,,,,63.3,,,69.4,0,0,15,0,0,0,0,0,0
Nathaneal Floyd,123138,WR,NEVADA,1,0,0,239,,,,,,,43.5,,,66.3,1,0,0,0,3,0,0,0,0
Trent Low,123146,LB,TEXAS TECH,14,1,0,315,60.0,,,59.9,,,57.3,,,29.1,3,1,0,5,104,39,44,11,4
Larry Moore III,123149,T,N TEXAS,12,0,0,251,,,77.0,,,,65.4,,,66.4,0,0,71,0,0,0,0,0,0
Bryce Ramirez,123156,LB,TEXAS TECH,14,1,0,315,59.7,,,,,,77.3,,,80.2,2,0,0,5,95,0,45,16,7
Jayden York,123162,TE,HOUSTON,3,0,1,182,,,60.0,,,,36.0,,,64.9,0,1,7,0,0,6,0,0,0
Adonis Friloux,123216,DI,BAYLOR,3,0,0,118,58.3,,,,,,58.1,,,65.1,0,0,0,12,0,0,0,0,0
Jesus Machado Jr.,123224,LB,HOUSTON,4,1,0,182,,,,,,,73.5,,,73.7,0,0,0,0,26,11,8,6,3
Dillon Wade,123265,G,AUBURN,12,0,0,115,,,75.7,,,,65.8,,,76.5,0,0,60,0,0,0,0,0,0
Sincere Brown,123276,WR,COLORADO,3,0,0,143,,,,60.0,,,60.5,,,65.0,0,0,0,0,2,2,0,0,0
Mac Harris,123285,LB,USF,13,0,0,327,59.7,,,,,,69.8,,,67.2,0,0,0,40,0,3,31,0,2
Ben Knox,123286,CB,USF,13,0,0,327,59.9,,,,,,67.5,,,79.0,1,0,0,18,87,0,2,46,1
Dan Dishman,123308,TE,UTSA,9,0,0,331,,,,60.0,,,58.9,,,70.4,0,0,0,0,0,51,1,0,0
Jaren Randle,123327,WR,UTSA,10,0,0,331,,,,59.9,,,61.7,,,77.3,0,0,0,0,0,59,0,2,0
Derrell Bailey Jr.,123340,T,GA STATE,2,0,0,175,,,60.0,,,,61.0,,,62.9,0,0,5,0,0,0,0,0,0
Justin Beadles,123341,ED,LOUISVILLE,10,0,0,210,59.3,,,,,,61.0,,,71.8,0,0,0,11,0,0,19,1,0
Alec Bryant,123343,ED,ILLINOIS,12,0,0,187,60.0,,,,,,60.8,,,67.5,0,0,0,31,0,0,0,0,0
Jalen Hampton,123351,HB,W KENTUCKY,7,0,0,346,,,,,,,43.8,,,28.2,0,1,0,0,0,37,0,0,0
Kyle Lowe,123356,K,VA TECH,12,0,0,337,,60.0,,,87.1,,63.2,,,76.5,0,0,1,0,52,0,0,0,0
Nick Andersen,123370,S,WAKE,13,0,0,339,83.7,,,,,,80.6,62.4,,28.7,0,1,0,54,0,0,0,19,0
James Ash,123371,DI,AUBURN,2,0,0,115,59.3,,,,,,59.4,,,63.9,0,0,0,4,0,0,0,0,0
Will Cobb,123379,LS,WAKE,13,0,0,339,,,49.4,,,38.3,43.9,,,29.8,2,1,59,0,0,0,65,0,0
George Sell,123401,G,WAKE,11,0,0,339,,,74.1,,,,64.8,,,68.0,0,0,43,0,0,0,0,0,0
Zach Vaughan,123404,T,W MICHIGAN,10,0,0,347,,,72.1,,,,64.1,,,65.2,0,0,40,0,0,0,0,0,0
Preston Fox,123418,WR,W VIRGINIA,10,0,0,343,,,,54.7,,,61.3,71.9,,67.3,0,0,0,0,0,55,0,42,0
Akheem Mesidor,123427,ED,MIAMI FL,15,0,0,220,59.6,,,,,,62.6,,,70.1,0,0,0,31,0,0,0,20,0
Reese Smith,123432,WR,LIBERTY,10,0,0,206,,,,,,,61.5,70.9,,67.3,0,0,0,0,1,0,0,42,0
JaQues Evans,123449,ED,COLO STATE,5,0,0,144,,,,,,,49.1,,,70.5,1,0,0,0,0,0,16,4,0
Aaron Key,123454,LB,UCONN,12,0,0,146,59.0,,,,,,53.6,,,69.0,1,0,0,22,32,0,1,4,0
Wes Pahl,123461,P,OKLA STATE,12,0,0,262,,,65.2,,65.6,,63.8,,77.2,76.0,0,1,37,0,20,0,65,0,0
Kendrick Simpkins,123466,S,BAYLOR,11,0,0,118,59.9,,,,,,56.1,,,68.6,0,1,0,17,10,0,20,0,0
Dakota Thomas,123467,WR,NEVADA,6,0,0,239,,,,,,,58.0,,,73.2,0,0,0,0,0,37,2,0,0
Noah Whittington,123472,HB,OREGON,12,0,1,264,,,,54.2,,,41.2,,,27.6,0,1,0,0,0,44,0,3,0
Daniel Sparks,123492,P,VIRGINIA,14,0,0,335,,,68.0,,76.7,,63.5,,73.9,71.9,0,0,78,0,15,0,38,0,0
Jason Scott,123549,S,DELAWARE,7,0,0,151,60.3,,,,,,57.7,,,68.5,1,0,0,21,3,0,20,4,0
Ben Blevins,123556,LB,CINCINNATI,13,0,0,138,,,,,,,72.3,,,76.2,0,0,0,0,18,65,2,35,0
Jake Burns,123558,G,BOWL GREEN,9,0,0,122,,,73.3,,,,64.7,,,70.3,0,0,33,0,0,0,0,0,0
De'Arre McDonald,123572,CB,MIDDLE TN,12,0,0,224,60.5,,,,,,64.7,,,79.9,0,0,0,36,32,18,37,32,1
Sterling Miles,123574,ED,E MICHIGAN,7,0,0,160,57.5,,,,,,57.5,,,70.4,0,0,0,22,0,0,0,4,0
Jadon Thompson,123583,WR,MEMPHIS,12,0,0,218,,,,59.4,,,49.3,65.4,,28.2,0,1,0,0,0,49,0,23,0
Justin Wodtly,123586,ED,ARIZONA ST,10,0,0,110,59.0,,,,,,47.0,,,27.5,0,1,0,31,0,0,0,0,0
Alex Atcavage,123591,G,FAU,8,0,0,165,,,73.2,,,,64.4,,,66.7,0,0,33,0,0,0,0,0,0
Morgan Suarez,123612,K,JAMES MAD,14,0,0,197,,83.0,,,67.8,,61.9,,,68.7,0,0,84,0,4,0,0,0,0
Kejon Owens,123640,HB,FIU,3,0,0,166,,,,59.9,,,57.4,60.0,,65.9,0,0,0,0,0,3,0,1,0
James Faminu,123662,T,UNLV,3,0,0,325,,,60.0,,,,61.2,,,62.2,0,0,4,0,0,0,0,0,0
Jacob Garza,123663,LS,HOUSTON,13,1,0,182,,,89.8,,,76.0,69.1,,,67.0,2,0,70,0,0,0,53,0,0
Ugonna Nnanna,123675,G,N TEXAS,11,0,0,251,,,76.5,,,,59.0,,,29.1,0,1,70,0,0,0,0,0,0
Trevonte Sylvester,123682,T,LOUISVILLE,11,0,0,210,,,76.2,,,,65.8,,,73.7,0,0,62,0,0,0,1,0,0
Anthony Frederique,123701,P,MO STATE,3,0,0,230,,,,,,,60.8,,50.8,69.1,0,0,0,0,0,0,11,0,0
Derrick Graham,123703,T,TULANE,12,0,0,319,,,75.2,,,,64.8,,,65.8,0,0,63,0,0,0,0,0,0
Luis Medina,123715,DI,TROY,11,0,0,318,57.8,,,,,,57.4,,,66.8,0,0,0,27,0,0,0,2,0
Cam Williams,123730,ED,MICH STATE,3,0,0,223,60.0,,,,,,61.3,,,65.4,0,0,0,1,2,0,0,1,0
Pat Barnett,123732,G,UCF,12,0,0,323,59.2,,74.4,,,,63.8,,,73.3,0,0,50,20,0,0,0,0,0
Josh Celiscar,123738,DI,USF,13,0,0,327,57.8,,,,,,57.3,,,66.5,0,0,0,36,0,0,0,0,0
Kervins Choute,123739,DI,UCONN,7,0,0,146,58.8,,,,,,59.5,,,66.5,0,0,0,13,0,0,0,2,0
Jaiden Francois,123745,CB,DUKE,14,2,0,154,59.6,,,,,,65.4,,,70.7,0,0,0,55,15,0,10,4,0
Mike Lofton,123751,C,USF,13,0,0,327,,,78.5,,,,66.8,,,78.2,0,0,87,0,0,0,0,0,0
Parker Navarro,123758,QB,OHIO,1,0,0,259,,,,,,,60.0,,60.0,63.3,0,0,0,0,0,0,1,0,0
Paul Rubelt,123761,T,UCF,8,0,0,323,58.7,,70.6,,,,61.4,,,71.5,0,0,31,31,0,0,0,0,0
Olasunkonmi Agunloye,123766,DI,FIU,13,0,0,166,65.5,,,,,,70.2,,,69.4,0,0,0,41,0,0,0,9,0
Jahmeer Carter,123770,DI,VIRGINIA,14,0,1,335,59.0,,79.6,,,,65.3,,,45.6,1,1,77,17,0,0,49,17,1
Dave Herard,123779,S,W KENTUCKY,13,0,0,346,60.1,,,,,,71.8,,,79.6,2,0,0,36,71,6,52,29,4
Xavier McIver,123825,DI,E CAROLINA,1,0,0,156,59.9,,,,,,60.4,,,64.4,0,0,0,6,0,0,5,0,0
Teagan Wilk,123843,S,E CAROLINA,13,0,0,156,59.9,,,,,,65.6,,,70.8,0,0,0,36,3,5,2,16,1
Mason Cook,123852,T,GA STATE,12,0,0,175,,,24.7,,,,43.6,,,74.0,0,0,36,0,0,0,0,0,0
Ahmon Green,123857,TE,GA SOUTHRN,5,0,0,174,59.7,,60.0,59.9,,,62.8,,,69.2,0,0,7,1,0,2,0,3,0
Collin Westfelt,123866,LS,JVILLE ST,2,0,0,196,,,,,,0.0,36.1,,,63.0,0,0,0,0,0,0,3,0,0
Tailique Williams,123867,WR,W MICHIGAN,1,0,0,347,,,,,,,60.0,53.3,,62.8,0,0,0,0,0,0,0,2,0
CJ Daniels,123874,WR,MIAMI FL,7,0,0,220,,,,,,,62.2,,,73.5,0,0,0,0,0,4,0,9,0
Chase Mitchell,123886,G,VANDERBILT,7,0,0,333,,,74.6,,,,64.6,,,64.2,0,0,36,0,0,0,0,0,0
Chase Allen,123902,K,RICE,7,0,0,275,,64.6,60.0,,63.0,,61.1,,67.3,69.0,0,0,5,0,5,0,6,0,0
Damieon George Jr.,123915,G,FLORIDA,12,0,0,163,,,74.3,,,,51.7,,,26.9,0,2,51,0,0,0,0,0,0
Sam Johnson,123919,P,USC,13,0,0,326,,,67.8,,,,62.9,,63.4,67.9,0,0,73,0,0,0,24,0,0
Jah-Marien Latham,123924,ED,ALABAMA,1,0,0,103,59.7,,,,,,59.9,,,62.3,0,0,0,2,0,0,0,0,0
Jahquez Robinson,123931,S,AUBURN,12,0,0,115,59.9,,,,,,72.9,,,76.1,0,0,0,27,24,20,0,26,1
Roydell Williams,123939,HB,FLORIDA ST,6,0,0,167,,,,59.4,,,58.2,,,71.1,1,0,0,0,7,23,6,8,0
Myles Slusher,123962,S,PURDUE,10,0,0,273,60.1,,,,,,61.5,,,64.3,0,0,0,43,2,0,0,4,0
Eric Thomas Jr.,123966,ED,SO MISS,3,0,0,296,59.8,,,,,,60.4,,,64.0,0,0,0,2,0,0,0,1,0
Daniel Foster-Allen,123984,T,S ALABAMA,1,0,0,288,,,60.0,,,,61.4,,,62.2,0,0,7,0,0,0,0,0,0
Brandon Frazier,123985,TE,AUBURN,9,0,0,115,,,70.7,,,,72.2,,,70.2,0,0,32,0,0,37,0,0,0
Jay Hardy,123987,DI,AUBURN,1,0,0,115,59.7,,,,,,60.0,,,61.8,0,0,0,1,0,0,0,0,0
Romello Height,123988,ED,TEXAS TECH,9,0,0,315,,,,,,,66.8,,,85.9,0,0,0,0,0,0,0,12,0
Reed Hughes,123990,LS,AUBURN,12,0,0,115,,,40.1,,,0.0,28.8,,,29.5,2,1,60,0,0,0,51,0,1
Tate Johnson,123992,TE,AUBURN,12,0,0,115,,,60.0,,,,61.9,,,65.3,0,0,7,0,3,7,49,0,0
Zykeivous Walker,124007,DI,AUBURN,12,0,0,115,59.1,,,,,,60.5,,,67.8,0,0,0,5,0,0,51,0,0
Jeremiah Wright,124008,G,AUBURN,12,0,0,115,,,78.5,,,,65.8,,,64.4,0,0,60,0,0,0,0,0,0
Austin Blaske,124011,T,N CAROLINA,6,0,0,245,,,64.1,,,,62.8,,,67.5,0,0,15,0,0,0,0,0,0
Jehlen Cannady,124018,S,TULSA,12,0,0,320,59.9,,,,,,63.5,,,83.6,2,0,0,1,58,68,14,28,2
Cameron Kinnie,124027,G,UCF,8,0,0,323,58.9,,72.2,,,,62.9,,,64.2,0,0,26,5,0,0,0,0,0
