player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Joseph Whitt,190179,LB,ARKANSAS,1,0,0,,0,0,111,0,0,,48.9,65.9,,54.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Caden Bowling,190181,ED,BOSTON COL,1,0,0,,0,0,121,0,0,,66.8,69.9,66.7,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,
Charlie Comella,190184,CB,BOSTON COL,7,4,0,85.7,0,0,121,0,0,66.2,62.4,81.8,69.2,49.4,63.1,1,0,0,0,15,11.1,2,0,0,95.2,12,0,0,23,0,58,128,3,0,0,3,0,5,125,3,67,96,2,12,0,14,1,0,96,88,8.0
Kemori Dixon,190189,LB,BOSTON COL,3,0,0,100.0,0,0,121,0,0,42.2,38.4,76.3,73.6,32.6,31.7,0,2,0,0,44,0.0,0,0,0,118.8,2,1,0,49,1,18,54,0,0,0,0,0,0,54,8,28,4,2,1,0,2,3,0,70,47,35.0
Jayzen Flint,190191,ED,BOSTON COL,6,5,0,,0,0,121,0,0,,76.5,77.7,68.3,74.6,79.4,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,41,40,0,1,36,3,0,1,23,18,0,0,2,0,0,2,0,0,0,
Ashton McShane,190196,CB,BOSTON COL,3,0,0,100.0,0,0,121,0,0,52.7,55.6,75.0,60.0,66.4,77.5,0,0,0,0,12,0.0,0,0,0,116.7,1,0,0,6,34,19,43,1,0,0,1,0,0,42,1,23,2,0,1,0,1,0,0,12,2,12.0
Omar Thornton,190201,S,BOSTON COL,12,20,0,74.2,0,4,121,0,0,67.8,69.2,54.0,67.6,69.6,54.6,0,1,0,1,61,20.9,24,1,1,126.6,23,2,0,261,10,361,700,36,0,0,36,0,246,664,20,319,147,34,71,5,31,3,6,272,130,11.8
Syair Torrence,190202,CB,BOSTON COL,2,0,0,50.0,0,0,121,0,0,60.0,60.6,79.0,,62.0,26.7,0,0,0,0,41,50.0,3,3,1,117.1,5,0,0,4,84,54,98,0,0,0,0,0,1,98,0,44,9,2,3,0,10,0,1,96,30,19.2
Kenzel Kelly,190207,LB,LSU,1,0,0,,0,0,211,0,0,60.9,64.4,69.4,,62.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,7,0,3,7,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,
Dashawn Spears,190208,S,LSU,13,4,0,58.8,0,0,211,0,0,90.3,90.1,11.1,60.8,85.7,84.3,0,2,1,2,30,4.2,1,2,2,29.9,10,1,0,103,2,145,255,19,0,0,19,0,59,236,21,89,72,10,19,2,17,3,0,75,42,7.5
Jay'Viar Suggs,190209,DI,WISCONSIN,12,2,1,,0,0,349,0,0,62.5,63.6,31.6,63.1,64.0,55.9,0,14,0,0,,16.7,2,0,2,0.0,0,2,0,0,0,0,334,334,2,304,10,18,0,0,209,125,0,8,8,0,0,16,0,0,0,
Justin Bodford,190210,DI,MISSOURI,2,0,0,,0,0,229,0,0,,65.1,68.9,57.8,61.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,
Courtney Crutchfield,190213,WR,ARKANSAS,1,0,0,,0,0,111,0,0,60.0,62.4,60.0,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jadon Frick,190216,DI,MISSOURI,1,0,0,,0,0,229,0,0,,64.5,66.6,,62.1,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,
Jackson Hancock,190219,S,MISSOURI,2,1,0,,0,0,229,0,0,63.8,63.1,72.2,60.0,60.2,55.5,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,6,0,8,16,2,0,0,2,0,4,14,1,7,4,0,2,0,0,0,0,0,0,
Jude James,190220,TE,MISSOURI,1,0,0,,0,0,229,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Williams Nwaneri,190224,ED,NEBRASKA,13,3,1,,2,0,238,2,1,76.3,63.4,49.0,63.0,59.3,53.9,2,23,0,0,,19.2,5,0,2,0.0,0,3,0,3,0,6,463,459,0,24,350,85,0,4,239,218,0,15,18,3,0,28,0,0,0,
Nicholas Rodriguez,190225,LB,MISSOURI,13,19,1,58.3,0,0,229,0,0,78.4,83.7,0.0,78.6,86.4,78.4,0,3,0,0,54,7.8,5,3,2,89.4,14,2,0,296,5,180,352,13,0,0,13,0,0,339,20,152,37,30,40,3,24,5,1,143,96,10.2
Elias Williams,190227,DI,MISSOURI,3,0,0,,0,0,229,0,0,,68.6,75.6,55.3,74.4,73.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,44,44,0,43,0,1,0,0,22,22,0,2,3,1,0,0,0,0,0,
Chase Kibble,190232,DI,S CAROLINA,1,0,0,,0,0,289,0,0,,70.1,68.9,,66.4,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,
Jalewis Solomon,190238,CB,S CAROLINA,3,0,0,0.0,0,0,289,0,0,67.3,63.2,75.7,,49.7,37.7,0,0,0,0,,33.3,1,0,0,39.6,0,0,0,4,23,18,30,1,0,0,1,0,1,29,0,12,0,0,2,0,2,0,0,0,0,
Eric Garza,190244,LB,TEXAS,1,0,0,,0,0,311,0,0,61.6,64.2,69.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,5,6,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,
Melvin Hills III,190245,DI,TEXAS,4,0,0,,0,0,311,0,0,,52.4,74.2,58.9,49.3,71.3,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,28,28,1,24,0,3,0,0,21,7,0,1,1,0,0,1,0,0,0,
Santana Wilson,190250,CB,TEXAS,1,0,0,0.0,0,0,311,0,0,71.1,72.4,69.0,,,,0,0,0,0,,,0,0,0,39.6,0,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,
Kenyan Kelly,190258,S,UTSA,4,0,0,100.0,0,0,331,0,0,51.4,54.8,74.8,,65.0,78.3,0,0,0,0,23,0.0,0,0,0,118.8,1,0,0,6,0,21,32,0,0,0,0,0,17,32,0,11,9,0,2,0,1,0,0,23,2,23.0
Tyan Milton,190260,S,UTSA,13,8,0,47.1,0,1,331,0,0,55.4,62.4,87.6,59.7,75.5,56.1,1,1,0,3,65,18.0,11,2,0,69.0,16,0,0,209,7,327,613,6,0,0,6,0,241,607,9,277,150,15,42,2,34,2,4,206,134,12.9
Elijah Newell,190261,S,UTSA,10,4,0,80.0,0,0,331,0,0,44.7,55.5,81.4,,80.6,76.5,0,0,0,0,42,6.7,1,0,1,156.3,8,0,0,67,2,88,160,0,0,0,0,0,72,160,0,72,19,4,10,0,10,0,3,120,32,15.0
Chidera Otutu,190262,DI,UTSA,12,7,0,,0,0,331,0,0,,60.8,56.1,66.2,57.3,82.0,0,3,0,0,,0.0,0,0,1,0.0,0,4,0,1,0,0,287,286,160,108,5,13,0,1,142,145,0,13,11,0,0,7,0,0,0,
Kenny Ozowalu,190263,ED,UTSA,12,3,1,,1,0,331,0,0,69.0,74.5,30.9,75.3,67.6,58.8,4,16,0,0,,17.4,4,0,2,0.0,0,2,0,22,0,0,341,319,0,103,109,107,0,22,186,155,0,17,16,4,0,22,0,0,0,
Zechariah Robinson,190264,DI,UTSA,3,0,0,,1,0,331,0,0,,56.5,0.0,58.4,66.3,72.9,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,1,0,0,19,18,0,14,0,4,0,1,5,14,0,2,2,1,0,0,0,0,0,
Tarvorise Brown,190266,DI,FLORIDA,3,1,0,,0,0,163,0,0,,57.9,75.4,57.2,58.4,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,27,27,12,11,0,4,0,0,9,18,0,0,3,0,0,0,0,0,0,
Titus Bullard,190267,ED,FLORIDA,1,0,0,,0,0,163,0,0,60.0,73.1,69.5,59.7,63.3,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,3,3,0,0,3,0,0,0,1,1,0,1,1,0,0,0,0,0,0,
Aaron Chiles,190268,LB,FLORIDA,12,16,0,56.3,1,0,163,1,0,60.0,60.9,47.5,59.7,61.9,71.3,2,2,0,0,33,11.1,6,1,1,73.2,9,1,0,413,2,180,472,42,0,0,42,0,1,430,37,255,14,16,32,2,16,5,0,93,55,10.3
Tywon Christopher,190286,LB,KENNESAW,13,27,0,68.6,0,1,200,0,0,45.4,64.0,85.3,63.4,78.1,63.3,0,9,0,1,59,13.9,14,2,0,104.3,24,1,0,444,0,250,559,27,0,0,27,0,1,532,54,255,85,33,60,4,35,10,2,319,145,13.3
Preston Clemmer,190287,QB,KENNESAW,1,0,0,,0,0,200,0,0,,60.0,66.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Jaiden Grimes,190294,DI,KENNESAW,14,8,0,,0,0,200,0,0,62.1,68.3,61.1,69.8,64.2,44.9,4,14,0,0,,20.6,7,0,1,0.0,0,1,0,2,0,0,395,393,32,269,9,83,0,2,212,183,0,18,19,0,0,19,0,0,0,
Devin Ross,190303,CB,KENNESAW,1,0,0,,0,0,200,0,0,,60.0,66.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Mikeshun Beeler,190308,DI,MICH STATE,2,0,0,,0,0,223,0,0,,68.4,69.8,67.0,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,
Kekai Burnett,190312,ED,MICH STATE,9,0,0,,0,0,223,0,0,60.0,64.5,79.2,54.9,68.4,58.7,0,1,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,0,70,70,0,5,58,7,0,0,27,43,0,4,6,0,0,1,0,0,0,
Jaylen Heyward,190333,S,UCF,2,0,0,100.0,0,0,323,0,0,57.3,59.6,73.8,,63.0,76.9,0,0,0,0,6,0.0,0,0,0,91.7,1,0,0,9,0,8,26,0,0,0,0,0,10,26,0,18,7,0,1,0,1,0,0,6,1,6.0
Tyreek'e Robinson,190344,DI,UCF,1,0,0,,0,0,323,0,0,,69.5,69.2,,66.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
Braylon Conley,190347,CB,USC,8,2,0,76.2,0,1,326,0,0,58.9,58.0,0.0,,60.2,65.3,0,0,0,0,61,12.5,2,0,1,143.2,16,0,0,10,183,130,201,0,0,0,0,0,3,201,0,71,5,7,12,3,21,0,2,231,88,14.4
Carlon Jones,190349,DI,USC,8,0,0,,0,0,326,0,0,60.0,59.9,79.0,64.0,59.0,48.0,0,2,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,61,61,27,33,0,1,0,0,32,29,0,3,4,0,0,2,0,0,0,
Isaiah Rubin,190353,S,USC,1,0,0,,0,0,326,1,0,74.7,77.2,71.4,,63.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,1,5,12,0,0,0,0,0,4,12,0,7,1,0,0,0,0,0,0,0,0,
Jadyn Walker,190359,LB,USC,13,7,0,73.3,0,0,326,0,0,52.0,49.4,83.2,66.9,44.5,49.4,4,0,0,0,21,20.9,9,1,0,100.4,11,2,0,262,3,139,305,24,0,0,24,0,1,281,30,136,15,16,27,2,15,6,0,134,57,12.2
Mackenzie Alleyne,190362,WR,WASH STATE,1,0,0,,0,0,341,0,0,60.0,62.6,73.9,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Ben Beatty,190364,ED,WASH STATE,6,0,0,,0,0,341,0,0,,60.8,74.9,67.3,52.4,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,25,25,0,0,19,6,0,0,15,10,0,1,1,0,0,1,0,0,0,
Jack Ellison,190371,LB,WASH STATE,7,2,0,100.0,0,0,341,0,0,31.3,38.8,79.4,74.6,54.7,28.4,1,1,0,0,45,35.3,6,1,0,144.4,13,0,0,88,0,61,108,2,0,0,2,0,3,106,4,43,15,6,9,2,13,2,1,209,92,16.1
Gage Jones,190375,LB,WASH STATE,7,4,0,83.3,0,0,341,0,0,64.8,66.2,77.5,60.0,66.5,52.8,0,0,0,0,13,21.4,3,0,0,94.4,5,0,0,11,1,29,51,1,0,0,1,0,1,50,1,21,37,5,7,1,6,0,0,40,23,8.0
Titus Miller,190378,ED,WASH STATE,3,0,0,,0,0,341,0,0,,60.4,72.3,60.1,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,10,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,
Kayo Patu,190381,S,WASH STATE,3,0,0,0.0,0,0,341,0,0,93.3,91.4,66.1,,60.0,,0,0,0,0,,,0,1,0,39.6,0,0,0,1,0,3,4,0,0,0,0,0,2,4,0,1,0,0,0,0,1,0,0,0,0,
Malachi Wrice,190386,ED,WASH STATE,5,1,0,,0,0,341,0,0,,75.6,75.9,76.3,63.2,29.8,1,2,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,26,26,0,0,24,2,0,0,17,9,0,0,0,0,0,3,0,0,0,
Khamani Alexander,190388,HB,APP STATE,1,0,0,,0,0,108,0,0,,60.8,66.0,,60.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
DeNigel Cooper,190391,DI,APP STATE,13,4,1,,1,0,108,0,0,60.0,66.1,22.4,67.4,66.4,51.5,2,15,0,0,,16.0,4,0,3,0.0,0,2,0,1,0,0,395,394,46,308,8,32,0,1,236,159,0,12,17,1,0,19,0,0,0,
Bucci Farmer,190392,DI,APP STATE,7,4,0,,0,0,108,0,0,,66.1,78.9,63.4,65.0,56.5,0,2,0,0,,14.3,1,0,0,0.0,0,0,0,0,0,0,90,90,19,71,0,0,0,0,49,41,0,2,2,1,0,2,0,0,0,
Tyshawn Sanders,190400,CB,APP STATE,3,1,0,,0,0,108,0,0,65.6,66.1,71.7,,60.0,73.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,13,11,13,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,
Nick Taylor,190401,CB,W VIRGINIA,11,5,0,77.8,0,0,343,0,0,36.9,43.6,81.1,56.7,60.4,42.2,0,0,0,1,40,26.1,6,0,1,116.0,7,0,0,69,1,68,147,0,0,0,0,0,21,147,2,77,56,4,12,0,9,0,1,112,41,16.0
Torin Brazell,190406,DI,E CAROLINA,11,2,0,,0,0,156,0,0,60.0,68.5,76.9,58.5,74.8,75.3,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,47,47,14,26,6,1,0,0,35,12,0,3,3,2,0,2,0,0,0,
Eric Fletcher Jr.,190411,CB,OKLA STATE,10,4,0,52.6,0,0,262,0,0,58.3,64.8,81.7,52.3,85.5,86.8,0,0,0,0,83,0.0,0,2,1,115.5,10,0,0,37,222,133,271,2,0,0,2,0,1,269,2,136,9,3,11,2,19,0,2,157,85,15.7
Jurnee Lattimore,190417,CB,E CAROLINA,1,1,0,66.7,0,0,156,0,0,75.2,78.5,71.1,,69.4,37.8,0,0,0,0,11,33.3,1,0,0,78.5,2,0,0,2,8,7,14,0,0,0,0,0,0,14,0,7,4,1,1,0,3,0,0,15,10,7.5
Alex Moye,190419,CB,E CAROLINA,8,2,0,75.0,0,0,156,0,0,60.8,58.7,81.0,68.8,46.5,39.8,0,0,0,0,12,28.6,2,0,0,92.7,3,0,0,5,0,32,58,12,0,0,12,0,6,46,4,22,34,1,3,0,4,0,0,27,11,9.0
Jayden Olden,190420,LB,E CAROLINA,1,2,0,,0,0,156,0,0,61.3,73.0,68.6,,72.9,50.3,0,0,0,0,,33.3,1,0,0,0.0,0,0,0,8,0,4,8,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,
Ja'Marley Riddle,190422,S,E CAROLINA,13,24,0,65.0,0,0,156,1,0,63.4,69.0,88.0,55.2,76.5,51.3,0,0,0,3,40,20.6,20,3,1,73.1,26,0,0,281,0,420,730,5,0,0,5,0,366,725,4,306,77,24,53,5,40,0,2,302,105,11.6
Javon Williams,190430,DI,E CAROLINA,4,1,0,,0,0,156,0,0,,55.8,75.3,55.5,57.5,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,25,25,14,11,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,
Cam Dooley,190435,S,KENTUCKY,12,4,0,60.0,0,2,202,1,0,70.9,69.0,84.5,56.8,63.6,58.0,0,1,0,1,37,17.9,7,0,0,45.8,6,0,0,134,3,212,413,1,0,0,1,0,211,412,4,197,62,8,28,1,10,1,0,80,56,13.3
Kenyatta Hardge,190437,DI,KENTUCKY,6,0,0,,0,0,202,0,0,,47.5,74.6,55.0,47.7,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,28,27,2,15,2,8,0,1,9,19,0,0,0,0,0,1,0,0,0,
Dennious Jackson,190438,DI,COLO STATE,1,0,0,,0,0,144,0,0,,30.0,67.6,,43.3,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,
Quintavion Norman,190446,LB,KENTUCKY,1,0,0,,0,0,202,0,0,60.0,73.2,66.2,,67.6,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,2,0,1,1,0,0,0,0,0,0,
Caleb Redd,190447,ED,KANSAS,1,1,0,,0,0,198,0,0,,76.3,69.5,,69.8,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Quay'sheed Scott,190449,CB,KENTUCKY,12,9,0,61.5,0,0,202,0,0,75.7,74.4,88.2,52.9,73.6,54.3,0,1,0,1,56,19.5,8,4,0,80.0,16,0,0,96,8,252,488,55,0,0,55,0,12,433,26,210,317,10,24,2,26,1,1,186,110,11.6
Jaden Smith,190450,CB,KENTUCKY,5,3,0,83.3,0,0,202,0,0,68.7,64.6,86.5,72.2,47.7,82.4,1,1,0,0,56,0.0,0,0,0,118.8,5,0,0,9,1,34,73,10,0,0,10,0,1,63,4,35,50,3,5,0,6,2,0,84,46,16.8
Rushaune Vilane,190452,ED,KENTUCKY,1,0,0,,0,0,202,0,0,,63.2,73.2,60.0,62.2,73.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,1,6,0,0,1,0,0,0,0,0,0,
Elijah Brody,190457,ED,NEW MEXICO,6,1,0,,0,0,241,0,0,,54.5,81.2,58.1,51.9,73.5,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,71,71,0,10,60,1,0,0,37,34,0,1,1,0,0,2,0,0,0,
Drew Speech,190471,S,NEW MEXICO,11,4,0,53.3,0,0,241,0,0,74.0,70.5,0.0,,67.9,56.1,0,0,0,0,19,14.3,2,6,2,108.3,8,0,0,51,2,208,305,9,0,0,9,0,179,296,0,97,64,0,8,0,15,0,2,80,34,10.0
Victor Villafuerte,190473,S,NEW MEXICO,2,0,0,,0,0,241,0,0,,67.2,69.5,63.7,60.0,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,
Farell Gnago,190479,DI,RUTGERS,9,3,1,,0,1,278,0,0,67.8,76.0,79.4,61.5,74.0,78.9,1,6,0,1,,0.0,0,0,0,0.0,0,0,0,1,0,5,102,101,25,55,7,14,0,1,65,32,0,4,7,2,0,7,0,0,0,
Tyclean Luman,190482,ED,FAU,12,4,0,,0,0,165,0,0,,68.2,80.6,65.0,67.0,78.9,0,2,0,0,,0.0,0,0,0,0.0,0,1,0,2,0,0,134,132,0,30,63,39,0,2,61,73,0,5,4,1,0,3,0,0,0,
Tycoolhill Luman,190483,DI,FAU,10,1,0,,0,0,165,0,0,,65.7,0.0,81.7,52.0,23.8,2,8,0,0,,50.0,3,0,2,0.0,0,0,0,1,0,0,83,82,3,62,4,13,0,1,55,28,0,1,2,1,0,10,0,0,0,
Sam Robinson,190490,LB,RUTGERS,9,5,0,66.7,0,0,278,0,0,51.6,44.2,78.5,63.0,40.6,33.5,0,0,0,0,19,26.7,4,0,0,99.3,2,0,0,83,1,34,97,9,0,0,9,0,0,88,5,58,4,4,6,0,3,0,0,30,28,15.0
Grayson Baker,190496,ED,ARMY,1,1,0,,0,0,114,0,0,,68.6,67.8,,65.0,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,
Nick Buchys,190501,DI,ARMY,5,0,0,,0,0,114,0,0,,62.8,78.1,55.0,66.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,45,45,37,8,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,
Sean Donovan,190503,DI,ARMY,6,0,0,,0,0,114,0,0,,65.0,79.5,58.6,67.0,75.7,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,0,61,61,46,15,0,0,0,0,35,26,0,5,5,1,0,1,0,0,0,
Matt Gemma,190508,DI,ARMY,6,2,0,,0,0,114,0,0,58.9,48.9,80.7,54.2,47.7,20.8,0,1,0,0,,50.0,2,0,0,0.0,0,0,0,1,0,1,92,91,75,15,0,1,0,1,47,44,0,0,0,0,0,1,0,0,0,
Rob Houston,190514,CB,ARMY,1,0,0,,0,0,114,0,0,,60.0,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,
Chuck Johnson,190517,DI,ARMY,1,0,0,,0,0,114,0,0,,60.0,68.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Cael Newton,190534,DI,ARMY,5,0,0,,0,0,114,0,0,61.0,63.7,75.5,58.6,60.0,37.9,1,1,0,0,,25.0,1,0,0,0.0,0,1,0,0,0,0,47,47,2,18,0,27,0,0,31,16,0,3,3,1,0,3,0,0,0,
Larry Pickett Jr.,190538,S,ARMY,1,0,0,100.0,0,0,114,0,0,50.9,51.9,69.3,,,76.2,0,0,0,0,22,0.0,0,0,0,118.8,1,0,0,1,0,8,8,0,0,0,0,0,7,8,0,0,0,0,1,0,1,0,0,22,1,22.0
Cole Searight,190542,CB,ARMY,13,4,1,90.0,0,2,114,0,0,59.7,59.4,85.7,61.8,56.7,54.3,0,3,0,0,9,20.0,4,0,0,122.5,9,2,0,18,0,44,138,60,0,0,60,0,0,78,25,69,60,6,12,0,10,5,1,54,45,6.0
Javon Smith,190545,ED,ARMY,9,1,0,,0,0,114,0,0,,63.0,77.8,52.5,71.1,77.0,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,88,88,0,3,24,61,0,0,51,37,0,3,4,0,0,0,0,0,0,
Ish Taylor,190550,CB,ARMY,1,0,0,,0,0,114,0,0,,60.0,64.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Elijah Walton,190556,LB,ARMY,3,0,0,,0,0,114,0,0,63.7,65.7,71.5,59.1,63.4,57.0,0,0,0,0,,25.0,1,0,0,0.0,0,0,0,12,0,5,13,1,0,0,1,0,0,12,2,6,0,1,3,0,0,0,0,0,0,
Caleb Williams,190559,S,ARMY,5,1,0,50.0,0,0,114,0,0,73.1,72.0,75.0,60.0,61.8,78.8,0,0,0,0,5,0.0,0,0,0,56.3,1,0,0,9,0,21,32,0,0,0,0,0,21,32,1,10,2,1,2,0,2,0,0,5,0,5.0
Jamorie Flagg,190567,DI,FLORIDA ST,2,0,0,,0,0,167,0,0,60.0,54.1,74.2,56.2,54.5,69.7,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,22,22,7,13,0,2,0,0,11,10,0,1,1,0,0,1,0,0,0,
Gav Holman,190568,LB,FLORIDA ST,2,2,1,100.0,0,0,167,0,0,50.4,68.7,72.4,67.8,74.0,79.0,0,1,0,0,19,0.0,0,0,0,118.8,1,0,0,15,0,6,22,5,0,0,5,0,0,17,3,13,2,1,2,0,1,1,0,19,7,19.0
DD Holmes,190569,ED,MARYLAND,9,3,0,,0,0,215,1,0,61.7,65.4,50.3,68.3,61.8,71.3,3,5,0,0,,10.0,1,0,1,0.0,0,0,0,1,0,7,219,218,0,0,218,0,0,1,101,111,0,3,6,0,0,8,0,0,0,
Ricky Knight III,190572,CB,FLORIDA ST,2,0,0,100.0,0,0,167,0,0,52.7,56.2,73.6,,67.3,73.5,0,0,0,0,21,0.0,0,0,0,118.8,1,0,0,2,22,12,24,0,0,0,0,0,0,24,0,12,0,0,1,0,1,0,0,21,0,21.0
Amaree Williams,190580,ED,FLORIDA ST,10,4,0,,0,0,167,0,0,63.5,64.6,81.5,60.9,64.2,57.2,1,5,0,0,,20.0,3,0,0,0.0,0,2,0,0,0,8,124,124,0,0,119,5,0,0,77,39,0,6,8,1,0,8,0,0,0,
Rae'mon Mosby,190594,CB,LOUISVILLE,5,0,0,100.0,0,0,210,0,0,49.7,47.8,73.9,,50.7,27.5,0,0,0,0,21,50.0,1,0,1,118.8,1,0,0,1,30,18,32,0,0,0,0,0,0,32,0,14,0,0,1,0,1,0,0,21,15,21.0
Chris Gant Jr.,190610,S,NEW MEXICO,5,0,0,100.0,0,0,241,0,0,41.5,48.0,74.4,,61.9,54.1,0,0,0,0,5,20.0,1,0,0,87.5,1,0,0,13,0,17,36,0,0,0,0,0,20,36,0,19,3,2,4,0,1,0,0,5,1,5.0
Ashton Gray,190611,HB,N TEXAS,1,0,0,,0,0,251,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
