player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
T.J. Lockley,151048,WR,W GEORGIA,11,2,1,0,0.0,0,0,12,4,2,1,8,22.2,0,0,1177,2,2,27.5,61.8,66.3,,44.7,62.2,61.6,56.5,8,1,514,52,398,228,0,0,84,54,0,12,8,4.0,6.0,1.29,0
Hayden Futch,177120,K,ILL STATE,2,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,188,1,0,9.8,44.8,75.6,,,,40.4,60.0,0,0,0,0,0,3,0,0,0,2,0,-3,0,0.0,-1.5,,0
Hess Horne,148110,QB,MERCER,6,2,0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,219,2,0,36.1,41.9,79.5,38.3,,,59.9,60.1,2,0,0,0,0,78,2,1,0,1,0,4,2,1.0,2.0,,0
Noah Robinson,145352,WR,ROB MORRIS,12,2,0,0,0.0,0,0,-5,3,17,0,0,0.0,0,0,277,0,0,74.8,73.9,67.8,,,73.9,54.1,71.2,0,2,781,55,366,258,0,0,81,57,0,-5,0,0.0,-2.5,2.13,1
Johnny Schifano,169968,P,GRAMBLING,1,2,0,1,100.0,18,0,18,0,0,0,1,0.0,1,1,177,0,0,65.5,65.2,73.6,,,,63.9,,18,0,0,0,0,2,0,0,0,2,0,18,1,0.5,9.0,,0
Caden Dennis,162163,WR,N DAKOTA,12,2,0,0,0.0,0,0,11,3,4,0,6,35.3,0,0,249,0,2,73.4,56.6,63.7,,,57.1,61.4,52.3,8,1,245,32,282,251,0,0,48,34,0,11,6,3.0,5.5,0.87,0
Teree McDonald,171720,WR,WAGNER,12,2,1,0,,0,0,0,3,2,1,1,5.4,0,0,338,0,2,72.1,53.0,0.0,,61.9,54.5,56.6,59.9,2,5,318,26,272,235,0,0,43,28,0,0,1,0.5,0.0,1.17,0
Barret Labus,149764,HB,VALPO,2,2,0,0,0.0,0,0,13,0,0,0,1,0.0,1,1,332,0,1,67.7,59.7,76.9,,62.2,56.2,62.7,57.4,13,0,2,2,21,9,0,0,3,4,0,13,1,0.5,6.5,0.1,1
Dez Thomas II,177368,QB,GEORGETOWN,1,2,1,0,0.0,0,0,2,0,0,1,1,25.0,0,0,172,0,2,66.4,55.2,68.6,59.6,,,56.1,,1,0,0,0,0,2,0,0,0,2,0,2,1,0.5,1.0,,0
Kaleb Costner,143223,TE,STETSON,4,2,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,302,0,1,66.3,54.2,79.9,,62.4,56.8,57.0,52.1,3,0,15,1,27,53,0,0,3,3,0,5,4,2.0,2.5,0.56,1
Logan Booher,158922,WR,CAL POLY,9,2,0,0,,0,0,0,0,4,0,2,10.8,0,0,129,0,1,73.1,58.9,85.8,,68.0,57.4,57.3,78.0,4,0,351,35,297,91,0,0,52,37,0,0,2,1.0,0.0,1.18,0
Gavin Hatfield,171709,HB,WAGNER,1,2,0,0,0.0,0,0,3,0,0,0,2,0.0,0,1,338,0,2,65.5,65.8,66.2,,,,64.1,,2,0,0,0,0,2,0,0,0,2,0,3,2,1.0,1.5,,0
Connor Lair,164803,FB,MO STATE,10,2,0,0,0.0,0,0,1,0,1,0,1,10.0,0,0,230,0,0,68.7,64.4,75.9,,,90.8,55.7,56.5,1,0,31,3,4,28,0,0,3,5,0,1,1,0.5,0.5,7.75,0
Jalen Jones,178039,WR,ALABAMA ST,10,2,2,1,77.1,27,0,35,2,4,2,11,157.1,1,0,105,1,1,25.6,68.8,37.2,,,71.0,48.3,62.7,27,1,256,19,136,111,0,0,28,21,0,35,11,5.5,17.5,1.88,0
Ja'Naylon Dupree,188620,WR,JACKSON ST,13,2,0,0,0.0,0,0,17,2,5,0,4,40.0,1,1,194,1,1,26.3,72.2,51.1,,,72.5,67.8,62.0,10,1,373,23,178,192,0,0,33,25,0,17,4,2.0,8.5,2.1,0
Breylin Smith,160547,WR,HOWARD,11,2,1,0,0.0,0,0,14,2,8,1,1,21.4,1,0,184,1,0,28.5,53.1,22.8,,,55.9,43.0,51.3,10,3,216,19,239,132,0,0,40,21,0,14,1,0.5,7.0,0.9,0
Junior Muratovic,150858,QB,FL A&M,4,2,0,0,0.0,0,0,0,0,0,0,,100.0,1,1,164,1,0,26.7,33.2,77.8,30.9,,,62.8,60.0,19,0,0,0,0,30,22,2,0,0,0,22,1,0.5,11.0,,0
Cincere Gill,177729,WR,PRESBYTERN,12,2,1,0,0.0,0,1,12,3,7,1,2,21.1,1,1,271,0,0,79.2,65.6,27.5,76.6,,63.8,63.0,76.5,10,6,578,36,347,255,0,0,57,38,0,12,2,1.0,6.0,1.67,0
Robert McMinn,150805,WR,ALABAMA ST,12,2,0,0,0.0,0,0,-1,0,4,0,2,28.6,0,0,105,0,0,83.9,67.7,18.1,,,67.7,54.0,78.7,5,1,279,12,82,77,0,0,20,14,0,-1,2,1.0,-0.5,3.4,0
Javon Robinson,173924,WR,GRAMBLING,12,2,1,0,0.0,0,0,10,5,16,1,11,198.9,1,1,177,0,0,79.4,65.1,12.4,,,66.7,63.2,55.3,11,3,525,45,307,173,0,0,74,47,0,10,11,5.5,5.0,1.71,1
Kerien Charlo,169023,WR,TEXAS STHN,11,2,0,0,0.0,0,0,9,4,2,0,0,0.0,0,1,313,0,2,71.3,54.7,82.9,,,54.0,67.7,52.0,6,0,168,16,183,157,0,0,30,18,0,9,0,0.0,4.5,0.92,0
Brady Clark,173895,P,PRINCETON,2,2,0,0,,0,0,0,0,0,0,0,0.0,0,0,272,2,0,,60.0,73.6,,,,60.0,,0,1,0,0,0,2,0,0,0,2,0,0,0,0.0,0.0,,0
Barry Brown,174474,QB,CENT CT ST,1,2,0,0,0.0,0,0,17,0,0,0,4,0.0,1,1,133,0,2,65.5,81.0,66.6,,,,71.0,60.0,10,0,0,0,0,3,0,0,0,2,0,17,4,2.0,8.5,,0
Lucas Coley,146625,QB,PRVIEW A&M,1,2,1,0,0.0,0,0,0,0,0,0,,100.0,1,0,270,1,0,26.7,58.2,74.2,56.4,,,62.6,60.0,12,1,0,0,0,5,14,2,0,0,0,14,5,2.5,7.0,,0
Ryan King,122484,WR,MONTANA ST,15,2,0,0,0.0,0,0,2,2,0,0,1,0.0,0,0,233,0,2,70.5,57.3,51.7,,,56.0,63.6,64.4,5,1,162,15,145,199,0,0,26,17,0,2,1,0.5,1.0,1.12,0
Jonah O'Brien,104758,QB,ALABAMA ST,1,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,1,105,0,0,66.8,39.3,0.0,38.5,,,60.3,60.4,6,1,0,0,0,15,10,2,0,0,0,10,0,0.0,5.0,,0
Cade Bowring,172972,HB,SO UTAH,2,2,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,298,0,1,65.5,55.4,65.9,,,59.8,56.7,60.0,3,0,0,0,1,3,0,0,0,2,0,2,2,1.0,1.0,0.0,1
Edan Stagg,159256,WR,COLUMBIA,6,2,0,0,0.0,0,0,9,4,9,0,2,34.6,0,0,145,0,0,73.5,69.6,82.3,,,70.3,61.1,52.2,6,0,277,24,142,70,0,0,35,26,0,9,2,1.0,4.5,1.95,0
Sean Banks,172127,HB,DAYTON,1,2,0,0,0.0,0,0,6,0,0,0,3,0.0,0,0,150,0,2,65.5,56.1,68.0,,,,57.1,,5,0,0,0,0,2,0,0,0,2,0,6,3,1.5,3.0,,0
Isaiah Spencer,172908,WR,JACKSON ST,13,2,0,0,0.0,0,0,8,1,1,0,3,4.1,0,0,194,0,2,73.6,74.9,61.0,,62.1,76.4,60.8,61.1,5,2,631,35,224,286,0,0,47,37,0,8,3,1.5,4.0,2.82,0
Noah Brannock,170937,QB,WM & MARY,2,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,348,0,0,65.5,61.1,68.4,,,59.9,60.1,60.0,-1,0,0,0,1,3,0,0,0,2,0,-2,0,0.0,-1.0,0.0,0
Tyson Garrett,159236,HB,WM & MARY,4,2,1,0,0.0,0,0,5,0,0,1,5,62.5,0,0,348,0,0,66.9,63.0,77.1,,,66.0,61.2,58.9,5,0,9,2,3,6,0,0,2,4,0,5,5,2.5,2.5,3.0,2
Logan Collier,189028,WR,N ALABAMA,9,2,0,0,0.0,0,0,8,0,0,0,0,0.0,1,1,389,0,0,50.0,60.9,0.0,,,66.9,60.4,47.4,10,1,39,2,16,21,0,0,4,4,0,8,0,0.0,4.0,2.44,1
Jake Thaw,129600,WR,DELAWARE,11,2,0,0,0.0,0,0,5,1,2,0,3,14.3,0,0,151,0,1,81.9,69.0,85.0,38.9,62.1,70.9,60.5,52.3,5,1,336,41,209,97,1,1,55,42,0,6,6,3.0,3.0,1.61,0
Christian Jourdain,169011,WR,TXAMEA,12,2,0,0,0.0,0,0,18,5,5,0,4,17.9,1,1,1139,0,0,54.1,65.7,54.4,,49.9,65.7,67.6,63.5,11,2,696,54,516,289,0,0,100,56,0,18,4,2.0,9.0,1.35,0
Elijah McDonald,178537,HB,ARKAPB,1,2,0,0,0.0,0,0,-1,0,0,0,3,0.0,0,0,112,0,0,65.5,58.0,67.6,,,60.0,58.6,,2,0,0,0,1,2,0,0,0,2,0,-1,3,1.5,-0.5,0.0,2
Corey Turner,178593,WR,BETH COOK,10,2,2,0,0.0,0,0,9,2,0,2,17,340.0,1,1,119,0,0,67.4,49.2,78.0,,,49.6,60.8,47.3,12,0,23,3,39,37,0,0,11,5,0,9,17,8.5,4.5,0.59,0
Johnny Mitchell,139519,DI,NWSTATE,1,2,0,0,0.0,0,0,3,0,0,0,3,0.0,0,1,257,0,0,65.5,68.5,65.6,,,,64.7,,2,0,0,0,0,2,0,0,0,2,0,3,3,1.5,1.5,,0
Christian Womack,174974,HB,SE LA,1,2,0,0,0.0,0,0,12,0,0,0,5,0.0,0,0,294,0,0,65.5,71.0,70.3,,,59.3,69.1,60.0,7,0,0,0,1,5,0,0,0,2,0,12,5,2.5,6.0,0.0,2
Javarius George,185868,WR,MERCER,4,2,1,0,0.0,0,0,10,0,0,1,7,58.3,0,0,219,0,1,75.7,58.6,77.5,,,57.5,62.1,59.4,6,0,32,4,30,34,0,0,8,6,0,10,7,3.5,5.0,1.07,1
Tanner Zolnosky,192962,QB,W ILLINOIS,2,2,3,0,0.0,0,0,13,0,0,3,17,1275.0,1,1,345,0,2,66.4,92.3,69.1,92.1,,,65.6,60.0,13,0,0,0,0,4,0,0,0,2,0,13,17,8.5,6.5,,0
Cooper Barkate,159333,WR,HARVARD,10,2,0,0,0.0,0,0,6,7,9,0,2,13.8,0,0,179,1,1,75.3,80.9,87.6,,,82.8,60.9,50.3,8,1,1084,63,343,246,0,0,95,65,0,6,2,1.0,3.0,3.16,0
Ashten Snelsire,159175,QB,RICHMOND,4,2,0,0,0.0,0,0,9,0,0,0,1,0.0,1,0,276,0,0,67.2,83.5,74.6,81.2,,,65.0,60.0,10,0,0,0,0,28,0,0,0,2,0,9,1,0.5,4.5,,0
Jonathan Bennett,146572,HB,SAMFORD,3,2,0,0,0.0,0,0,9,0,0,0,3,0.0,0,0,282,0,0,65.5,64.1,67.3,,,58.2,63.7,,5,0,0,0,3,2,0,0,0,2,0,9,3,1.5,4.5,0.0,2
Christopher Martin,197872,QB,ALCORN ST,1,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,107,1,1,15.3,28.4,67.4,,,,41.4,60.0,1,0,0,0,0,3,1,1,0,1,0,1,1,0.5,0.5,,0
Kolbe Katsis,185014,WR,N ARIZONA,11,2,0,1,107.1,15,1,14,3,6,0,2,16.7,1,1,252,0,1,73.3,72.8,55.7,,,74.1,63.2,59.1,15,2,502,34,223,174,0,0,47,36,0,14,2,1.0,7.0,2.25,0
DC Tabscott,147020,QB,N ALABAMA,2,2,0,0,0.0,0,0,3,0,0,0,3,0.0,0,0,389,1,0,67.3,64.2,74.0,66.7,,,55.5,60.0,3,0,0,0,0,15,0,1,0,1,0,3,4,2.0,1.5,,1
Clayton Mains,189136,QB,VALPO,1,2,0,0,0.0,0,0,14,0,0,0,3,0.0,0,0,332,0,2,65.9,68.4,69.8,54.4,,,68.9,60.0,8,0,0,0,0,8,0,0,0,2,0,14,3,1.5,7.0,,0
Joshua Collins,185897,HB,W CAROLINA,1,2,1,0,0.0,0,0,6,0,0,1,8,200.0,0,0,344,0,0,65.5,55.0,66.8,,,58.6,56.3,,4,0,0,0,2,2,0,0,0,2,0,6,8,4.0,3.0,0.0,2
Brandon Montoya,141532,HB,E WASHGTON,1,2,0,0,0.0,0,0,17,0,0,0,8,0.0,1,2,161,0,0,65.5,71.6,68.7,,,59.5,69.2,,10,0,0,0,1,2,0,0,0,2,1,17,8,4.0,8.5,0.0,2
Kaedin Steindorf,125308,P,N DAK ST,2,2,1,0,0.0,0,0,-8,0,0,1,0,0.0,0,0,250,1,0,9.8,36.2,69.8,,,,44.9,,-2,0,0,0,0,2,0,0,0,2,0,-8,0,0.0,-4.0,,0
Kyler Kruck,185015,WR,N ARIZONA,2,2,0,0,0.0,0,0,2,0,0,0,0,0.0,0,1,252,0,2,65.5,62.9,72.4,,,60.0,62.0,60.0,1,0,0,0,1,4,0,0,0,2,1,2,0,0.0,1.0,0.0,0
Cooper Hutton,142156,WR,UC DAVIS,13,2,3,1,93.0,40,0,43,2,12,3,27,382.1,1,1,322,1,1,50.3,70.7,86.3,34.5,61.0,72.1,74.8,52.6,40,1,667,51,344,198,0,0,67,53,1,43,27,13.5,21.5,1.94,0
Christian Arceneaux,160826,QB,NICHOLLS,5,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,243,1,0,66.5,57.4,74.4,56.4,,,59.5,60.0,0,0,0,0,0,23,0,0,0,2,0,-4,0,0.0,-2.0,,1
Jaden Barnes,173738,WR,AUSTINPEAY,12,2,0,1,73.5,36,1,49,10,12,0,3,30.0,2,2,116,1,1,50.3,71.8,0.0,,,74.2,75.3,62.8,36,7,1080,58,384,275,0,0,99,60,1,49,3,1.5,24.5,2.81,0
Matt Rauscher,149397,QB,LEHIGH,2,2,0,0,0.0,0,0,-5,0,0,0,1,0.0,0,0,205,0,0,65.5,56.3,67.4,,,,58.0,60.0,0,0,0,0,0,4,0,0,0,2,0,-5,1,0.5,-2.5,,1
Brodey Berg,185954,TE,DAVIDSON,2,2,0,0,0.0,0,0,10,0,0,0,6,0.0,0,0,149,0,1,65.5,71.6,73.4,,,,62.9,72.5,9,0,0,0,0,6,0,0,0,2,0,10,6,3.0,5.0,,1
Noah Jennings,178610,WR,CHARLES SO,12,2,0,1,76.3,29,0,38,4,11,0,1,11.5,1,1,135,0,1,55.4,71.7,46.4,,,71.1,67.7,70.7,29,3,474,46,290,321,0,0,78,48,0,38,1,0.5,19.0,1.63,0
Carver Cheeks,176809,WR,N COLORADO,8,2,1,0,0.0,0,0,18,2,2,1,6,42.9,1,1,253,0,0,71.1,67.4,46.2,,,64.1,67.8,83.5,14,2,341,19,165,132,0,0,39,21,1,18,6,3.0,9.0,2.07,1
Bryce Parker,173016,WR,UTAHTC,12,2,0,1,93.8,15,0,16,2,5,0,7,62.5,1,1,1285,0,1,75.7,63.3,85.9,70.4,,62.3,63.5,59.5,15,0,403,26,265,166,0,0,54,28,0,16,7,3.5,8.0,1.52,0
Evan Burkhart,131607,WR,CAL POLY,11,2,0,0,0.0,0,0,9,2,3,0,4,40.0,0,0,129,0,1,71.5,61.3,83.3,,,60.4,68.0,54.2,5,0,151,13,113,64,0,0,18,15,0,9,4,2.0,4.5,1.34,1
David Rasor,176856,QB,UC DAVIS,1,2,2,1,62.2,23,0,37,0,0,2,20,1.0e3,2,2,322,0,2,66.2,86.7,69.1,62.6,,,76.2,60.0,23,0,0,0,0,5,0,0,0,2,0,37,20,10.0,18.5,,0
Jack Stanton,185993,QB,HOUCHR,2,2,0,0,0.0,0,0,-10,0,0,0,0,0.0,0,0,183,0,0,65.9,78.6,73.1,77.7,,,60.1,60.0,-5,0,0,0,0,24,0,0,0,2,0,-10,0,0.0,-5.0,,0
Ajon Bryant,185074,HB,SACRAMENTO,1,2,1,0,0.0,0,0,8,0,0,1,7,175.0,0,0,279,0,2,69.8,62.4,67.3,,,57.6,62.4,,6,0,0,0,2,2,0,0,0,2,0,8,7,3.5,4.0,0.0,0
Carson Sudbury,192990,HB,IDAHO ST,1,2,1,0,0.0,0,0,8,1,0,1,9,225.0,0,0,186,0,0,65.5,46.7,70.1,,,44.4,59.9,,7,0,0,0,2,2,0,0,1,2,0,8,9,4.5,4.0,0.0,1
Ty Moore,122277,WR,NWSTATE,11,2,0,0,,0,0,0,0,5,0,4,83.3,0,0,257,1,1,23.8,64.8,82.9,,,65.3,55.9,61.2,0,0,135,10,97,94,0,0,13,12,0,0,4,2.0,0.0,1.39,0
Ethan Roberts,138136,QB,TENN TECH,2,2,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,309,0,0,61.8,50.1,71.8,,,,52.9,60.0,6,0,0,0,0,15,10,2,0,0,0,10,0,0.0,5.0,,0
James Burns,130513,WR,PRVIEW A&M,9,2,0,1,97.0,65,0,67,3,1,0,6,9.1,1,1,270,0,0,73.1,69.4,42.9,,,68.4,82.7,48.7,65,1,474,31,183,95,0,0,54,33,1,67,6,3.0,33.5,2.59,0
Devin Smith,150475,WR,VILLANOVA,14,2,1,0,0.0,0,0,11,2,9,1,4,48.8,0,1,334,0,0,57.5,65.1,90.2,,,64.7,63.4,60.7,6,1,478,39,380,376,0,0,62,41,0,11,4,2.0,5.5,1.26,0
Dylan Harris,176974,FB,STNY BROOK,2,2,0,0,0.0,0,0,4,0,0,0,6,0.0,0,0,303,0,0,65.5,65.5,68.3,,,,63.5,60.0,6,0,0,0,0,4,0,0,0,2,0,4,6,3.0,2.0,,2
Jacob Flynn,97318,WR,STHLSK,11,2,0,0,0.0,0,0,12,1,0,0,3,0.0,1,1,1470,0,1,69.0,60.1,83.3,,,59.7,60.7,58.8,10,0,148,8,113,97,0,0,21,10,0,12,3,1.5,6.0,1.31,0
Gil Chapman,186033,WR,NICHOLLS,1,2,0,0,0.0,0,0,6,0,0,0,4,0.0,0,0,243,0,0,65.5,58.3,70.0,,,,58.7,61.0,3,0,0,0,0,9,0,0,0,2,0,6,4,2.0,3.0,,2
Lucas Razore,191407,QB,CAL POLY,1,2,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,129,0,0,68.2,49.7,74.2,47.0,,,63.0,60.0,2,0,0,0,0,9,2,1,0,1,0,1,0,0.0,0.5,,0
Nolan James,177079,QB,NORFOLK,1,2,1,0,0.0,0,0,4,0,0,1,4,100.0,0,0,244,0,2,65.5,62.4,68.0,,91.5,,60.5,,5,0,0,0,0,2,0,0,0,2,0,4,4,2.0,2.0,,0
Garrett Bass-Sulpizio,171137,QB,CORNELL,4,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,1,147,0,0,62.5,71.2,68.7,,63.8,,63.3,60.0,1,0,0,0,0,5,0,0,0,1,0,1,1,1.0,1.0,,0
Jalen Riven,145909,ED,W ILLINOIS,1,1,0,1,100.0,31,1,31,0,0,0,2,0.0,1,1,345,0,1,62.5,64.0,60.0,,,,62.3,,31,4,0,0,0,1,0,0,0,1,0,31,2,2.0,31.0,,0
Jazir Francois,196481,WR,STHLSK,2,1,0,0,0.0,0,0,6,1,0,0,1,0.0,0,0,1470,0,0,64.3,45.7,0.0,,,49.9,57.5,60.9,6,1,9,1,20,13,0,0,4,2,0,6,1,1.0,6.0,0.45,0
John Dunmore,101705,WR,TOWSON,12,1,0,1,100.0,19,0,19,2,7,0,3,48.8,1,1,317,2,0,42.6,66.2,29.4,57.7,,66.6,63.4,65.1,19,3,612,42,366,297,0,0,66,43,0,19,3,3.0,19.0,1.67,0
Reed Honshtein,139545,K,NWSTATE,1,1,0,1,100.0,21,0,21,0,0,0,0,0.0,1,1,257,0,0,62.5,64.7,70.3,,,,62.7,,21,0,0,0,0,1,0,0,0,1,0,21,0,0.0,21.0,,0
Joe Crifasi,153951,WR,CENT CT ST,12,1,0,0,0.0,0,0,3,0,1,0,2,28.6,0,0,133,0,1,67.4,59.9,83.2,,62.1,59.9,57.3,60.7,3,0,56,6,67,99,0,0,11,7,0,3,2,2.0,3.0,0.84,0
Damian Tyminski,196507,WR,STHLSK,4,1,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,1470,0,0,62.5,55.4,78.3,,,52.7,57.7,74.5,4,0,0,0,24,26,0,0,1,1,0,4,1,1.0,4.0,0.0,0
Christian Anaya,164384,WR,W ILLINOIS,10,1,0,0,0.0,0,0,-11,0,0,0,0,0.0,0,0,345,1,0,36.6,61.7,87.5,89.2,,60.0,59.5,61.7,-11,0,327,32,321,182,0,0,49,33,0,-11,0,0.0,-11.0,1.02,0
Dae'Trell Cooper,153934,HB,ARKAPB,1,1,0,0,,0,0,0,0,0,0,1,0.0,0,0,112,0,0,62.5,59.1,66.0,,,,59.6,60.0,0,0,0,0,0,2,0,0,0,1,0,0,1,1.0,0.0,,1
Ethen Cluff,141623,WR,N ARIZONA,11,1,0,0,0.0,0,0,8,0,2,0,2,133.3,0,0,252,0,1,65.3,60.0,80.5,,,58.9,63.5,55.4,8,0,29,2,35,55,0,0,4,3,0,8,2,2.0,8.0,0.83,0
Nick Kupfer,148137,WR,N DAKOTA,12,1,0,0,0.0,0,0,7,0,4,0,4,69.6,0,1,249,0,0,71.1,67.9,85.5,,64.5,67.5,62.7,59.4,7,0,211,22,136,122,0,0,32,23,0,7,4,4.0,7.0,1.55,0
Mason King,145860,HB,ILL STATE,1,1,0,0,0.0,0,0,2,0,0,0,2,0.0,0,0,188,0,0,62.5,58.1,69.3,,70.0,57.6,59.6,60.0,2,0,0,0,2,2,0,0,0,1,0,2,2,2.0,2.0,0.0,1
Tama Tuitele,100993,TE,N COLORADO,9,1,0,1,100.0,49,0,49,1,0,0,0,0.0,1,1,253,0,0,66.5,45.6,0.0,,76.9,43.4,65.4,48.8,49,2,44,4,55,122,0,0,6,5,0,49,0,0.0,49.0,0.8,0
Logan Tomlinson,170894,WR,NEW HAMP,13,1,1,0,0.0,0,0,4,4,5,1,3,22.0,0,1,240,0,0,76.2,74.3,70.9,,66.1,76.1,62.8,47.7,4,1,839,81,441,291,0,0,116,82,1,4,3,3.0,4.0,1.9,1
Tyler Thompson,153314,WR,HAMPTON,4,1,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,178,0,0,65.3,54.2,0.0,,,57.3,57.5,61.8,4,1,11,2,24,28,0,0,2,3,0,4,2,2.0,4.0,0.46,0
Gavin Nelson,164571,WR,MONMOUTH,12,1,0,0,0.0,0,0,7,3,5,0,7,97.2,0,0,231,0,0,73.0,68.0,87.3,,,67.9,63.2,56.1,7,0,650,35,305,165,0,0,78,36,0,7,7,7.0,7.0,2.13,0
Xander Werner,141661,TE,N ARIZONA,13,1,1,0,0.0,0,0,6,0,0,1,5,125.0,0,0,252,0,1,66.2,67.6,34.1,60.0,56.4,68.6,63.2,66.6,6,1,37,3,36,98,0,0,5,4,0,6,5,5.0,6.0,1.03,0
Zack Hios,170875,QB,MONMOUTH,1,1,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,231,0,1,62.5,54.3,63.6,,,,57.5,,1,0,0,0,0,1,0,0,0,1,0,1,1,1.0,1.0,,0
Trenell Ridgley,170831,WR,ROB MORRIS,12,1,0,0,0.0,0,0,1,2,0,0,1,0.0,0,0,277,1,1,40.7,54.5,0.0,,,55.8,56.9,62.1,1,2,186,19,183,45,0,0,26,20,0,1,1,1.0,1.0,1.02,0
Tanaka Scott,144569,WR,N ALABAMA,12,1,1,0,0.0,0,0,-4,2,2,1,3,33.3,0,0,389,0,0,71.5,71.9,87.6,,,72.0,,64.8,-4,0,419,26,266,164,0,0,47,27,0,-4,3,3.0,-4.0,1.58,0
Danny Scudero,170781,WR,SACRAMENTO,11,1,0,1,100.0,25,0,25,1,7,0,2,25.5,1,1,279,0,0,74.7,80.2,85.8,,,79.4,63.2,69.5,25,0,680,54,340,111,0,0,83,55,1,25,2,2.0,25.0,2.0,0
Layne Pryor,148184,TE,N IOWA,11,1,0,0,,0,0,0,0,3,0,2,19.4,0,0,255,1,1,32.7,71.1,58.1,,72.3,61.5,59.5,80.1,0,3,242,30,253,285,0,0,39,31,0,0,2,2.0,0.0,0.96,0
Jayvius Langford,186089,QB,ALABAMA ST,1,1,0,0,0.0,0,0,1,0,0,0,3,0.0,0,0,105,0,0,62.5,57.2,66.6,,,,59.5,60.0,1,0,0,0,0,3,0,0,0,1,0,1,3,3.0,1.0,,0
Latrell Fordham,145756,WR,YNGTOWN ST,6,1,0,0,0.0,0,0,13,0,4,0,7,164.7,1,1,353,0,0,73.4,67.8,84.5,,,68.1,63.3,54.3,13,0,157,16,141,133,0,0,20,17,0,13,7,7.0,13.0,1.11,1
NyGhee Lolley,151718,WR,DELWARE ST,12,1,0,0,0.0,0,0,0,4,10,0,,24.4,0,0,152,2,0,26.6,59.7,4.7,,,61.7,57.3,54.9,1,5,554,41,340,245,1,1,68,41,0,1,3,3.0,1.0,1.63,0
Spencer Ashby,186194,P,TENN TECH,4,1,0,0,0.0,0,0,-21,0,0,0,0,0.0,0,0,309,0,0,62.5,59.2,72.8,,,,60.0,58.7,-21,0,0,0,0,4,0,0,0,1,0,-21,0,0.0,-21.0,,0
Gavin Thomson,99598,WR,ST FRANCIS,10,1,0,0,0.0,0,0,5,6,7,0,1,14.6,0,0,299,1,0,47.1,73.5,20.5,,,75.0,63.2,60.3,5,3,742,47,292,268,0,0,77,48,0,5,1,1.0,5.0,2.54,0
Abraham Williams,141727,CB,IDAHO,2,1,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,185,0,0,67.8,54.4,67.5,,,,57.5,60.0,4,1,0,0,0,2,0,0,0,1,0,4,3,3.0,4.0,,0
Levi Wentz,145365,WR,ALBANY,11,1,1,0,,0,1,0,4,11,1,5,150.0,0,0,106,0,0,73.3,69.4,0.0,,,72.5,57.5,52.5,0,7,621,39,351,193,0,0,75,40,0,0,5,5.0,0.0,1.77,0
Travis Kerney,186325,HB,HOWARD,1,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,184,0,0,62.5,56.5,65.2,,,59.9,58.2,,2,0,0,0,1,1,0,0,0,1,0,2,1,1.0,2.0,0.0,1
Traveon Newsome,141796,G,INCAR WORD,14,1,0,0,0.0,0,2,1,0,0,0,1,0.0,0,0,189,1,0,11.1,64.6,28.4,,89.0,,47.7,62.7,1,8,0,0,0,365,0,0,0,1,0,1,1,1.0,1.0,,0
Grahm Goering,148225,WR,S DAK ST,10,1,0,0,0.0,0,0,6,5,2,0,3,23.1,0,1,292,0,0,71.6,65.4,85.9,,,64.0,62.6,68.3,6,0,360,25,229,152,0,0,43,26,0,6,3,3.0,6.0,1.57,0
Adam Watford,170632,P,N ALABAMA,2,1,0,0,,0,0,0,0,0,0,0,0.0,0,0,389,1,0,11.1,55.0,74.7,,,,60.0,60.0,0,0,0,0,0,2,0,0,0,1,0,0,0,0.0,0.0,,0
Logan Compton,99526,TE,INCAR WORD,14,1,0,0,0.0,0,0,3,1,0,0,2,0.0,0,1,189,0,0,70.4,51.2,89.0,,73.6,51.8,63.3,47.0,3,0,219,18,296,364,0,0,25,19,0,3,2,2.0,3.0,0.74,0
